label_email_address,Email Address,Địa Chỉ email,电邮地址,이메일 주소,Dirección de correo electrónico,電子メールアドレス,,,,,
label_eth_address,Wallet Address,Địa Chỉ ETH (để sử dụng trong game),ETH地址（在游戏中使用的地址）,ETH 주소 (게임 사용),Dirección  de ETH para usar en el juego,ウォレットアドレス,,,,,
get_code,Get Code,Lấy Mã,获取代码,코드 받기,obtener el código,コードを取得,,,,,
your_referral_link,Your Referral Link,Link giới thiệu của bạn,你的推荐链接,추천 링크,Tu enlace de referencia,あなたの紹介リンク,,,,,
invalid_fullname,Invalid Name,Nhập sai tên,无效名称,잘못된 이름,Nombre inválido,無効な名前,,,,,
invalid_tweet_url,Invalid Tweet URL,Nhập sai Tweet URL,推文网址无效,잘못된 트윗 URL,URL de Tweet no válida,無効なツイートURL,,,,,
invalid_tele,Invalid Telegram Handle,Nhập sai tên Telegram,,잘못된 텔레그램 핸들,Mango de Telegram no válido,無効なテレグラムハンドル,,,,,
invalid_discord,Invalid Discord Handle,Discord Handle không khả dụng,,잘못된 Discord 이름,Nombre de Discord no válido,無効な不和ハンドル,,,,,
close_beta_register_success,You have registered successfully! Follow our social channels to get the latest updates.,Bạn đã đăng ký thành công! Theo dõi các kênh social của chúng tôi để nhận được những cập nhật mới nhất.,您已经成功注册了！ 关注我们的社交渠道以获取最新更新。,성공적으로 등록했습니다! 최신 업데이트를 받으려면 소셜 채널을 팔로우하세요.,¡Se ha registrado exitosamente! Siga nuestros canales sociales para obtener las últimas actualizaciones.,登録が完了しました!最新の更新プログラムを取得するには、私たちのソーシャルチャンネルに従ってください。,,,,,
closed_beta_begins_in,Closed Beta,Phiên bản Closed Beta,内测,클로즈 베타,Beta cerrada,クローズドベータ,,,,,
beta_registration_closed,The Closed Beta registration period has ended. Successful applicants will be contacted by email. Thank you for your interest.,Thời gian đăng ký Closed Beta đã kết thúc. Ứng viên thành công sẽ được liên hệ qua email. Cám ơn sự quan tâm của bạn.,内测注册期已结束。 将通过电子邮件联系成功的申请人。 感谢您的关注。,클로즈 베타 등록 기간이 종료되었습니다. 합격자는 이메일로 연락을 드립니다. 시간 내 주셔서 감사합니다.,El período de registro de la Beta Cerrada ha finalizado. Los solicitantes seleccionados serán contactados por correo electrónico. Gracias por tu tiempo.,クローズドベータ登録期間が終了しました。 合格者にはメールで連絡があります。 ご関心をお寄せいただきありがとうございます。,,,,,
register_for_ido,Register for IDO,Đăng ký IDO,注册 IDO,IDO 등록,Registrarse en IDO,IDOに登録する,,,,,
register_ido_intro,"We are excited to launch our IDO from 12/10/2021 to 14/10/2021. To get a chance to win a whitelist spot, please fill out the form below and perform all of the following tasks:",,我们很高兴在 12/10/2021 至 14/10/2021 期间推出我们的 IDO。 为了有机会赢得白名单，请填写下面的表格并执行以下所有任务：,2021년 10월 12일부터 2021년 10월 14일까지 IDO를 출시하게 되어 기쁩니다. 화이트리스트에 선정될 기회를 얻으려면 아래 양식을 작성하고 다음 작업을 모두 수행하십시오,"Estamos emocionados de lanzar nuestro IDO del 12/10/2021 al 14/10/2021. Para tener la oportunidad de ganar un lugar en la lista blanca, complete el formulario a continuación y realice todas las siguientes tareas:",IDOを2021年12月10日から2021年10月14日まで開始できることをうれしく思います。 ホワイトリストスポットを獲得するチャンスを得るには、以下のフォームに記入して、次のすべてのタスクを実行してください。,,,,,
what_is_fullname,Your Full Name,Họ và tên,你的全名,귀하의 이름,Tu nombre completo,あなたのフルネーム,,,,,
label_ido_platform,Your IDO Platform,Nền tảng IDO của bạn,您的 IDO 平台,귀하의 IDO 플랫폼,Su plataforma IDO,IDOプラットフォーム,,,,,
label_country_of_citizenship,Nationality,Quốc tịch,国籍,국적,Nacionalidad,国籍,,,,,
telegram_handle,Your telegram handle (for task 1),Telegram handle của bạn,,텔레그램 핸들,Nombre de telegrama,テレグラムハンドル（タスク1用）,,,,,
retweet_url,Retweet URL (for task 2),Retweet URL,转推网址,리트윗 URL(작업 2용),Retwittear URL,URLをリツイートする（タスク2の場合）,,,,,
discord_handle,Your discord handle (for task 3),Discord handle của bạn,,디스코드 핸들,Nombre de discordia,あなたの不和のハンドル（タスク3用）,,,,,
label_referral_code,Referral Code (optional),Mã giới thiệu (không bắt buộc),推荐码（可选项）,레퍼럴 코드 (선택),Codigo de referidos (opcional),紹介コード（オプション）,,,,,
receive_updates,"Yes, I want to receive updates from Blockchain Monster Hunt in the future.",Tôi muốn nhận thông báo về các cập nhật của BCMH trong tương lai.,是的，我希望将来收到 BCM Hunt 的更新。,"예, 앞으로 BCM Hunt에서 업데이트를 수신하고 싶습니다.","Sí, deseo recibir actualizaciones de BCM Hunt en el futuro.",はい、将来的にはブロックチェーンモンスターハントからアップデートを受け取りたいです。,,,,,
register,REGISTER,Đăng Ký,注册,가입,Registrar,登録,,,,,
bcmc_token,BCMC TOKEN,BCMC TOKEN,BCMC 代币,BCMC 토큰,Token BCMC,BCMCトークン,,,,,
roadmap,ROAD MAP,ROAD MAP,蓝图,로드맵,Roadmap,ロードマップ,,,,,
wiki,Wiki,wiki,维基,위키,wiki,ウィキ,,,,,
refer,Refer,refer,推荐码,추천 코드,remisión,参照,,,,,
token_address,Buy Tokens,Mua token,,토큰 구매,Direccion de billetera,トークンを購入する,,,,,
encyclopedia,,encyclopedia,,백과사전,Enciclopedia,百科事典,,,,,
marketplace,Marketplace,Marketplace (Chợ),,마켓플레이스,Mercado,マーケットプレイス,,,,,
bridge,,,,브리지,puente,ブリッジ,,,,,
portfolio,,,,포폴리오,portafolio,ポートフォリオ,,,,,
the_first_multichain_nft_monster_hunt_noel,"THE FIRST 
 MULTICHAIN NFT MONSTER HUNT",Game Săn quái đa chuỗi đầu tiên,,첫번째 멀티체인 NFT 몬스터 헌트,La primera red multicadenas de monstruos NFT MONSTER HUNT,「最初のマルチチェーンNFTモンスターハント」,,,,,
find_and_hunt_scarce_ntfs_one_block_at_a_time,"Hunt and catch rare NFTs, one block at a time — the hunt is ON!","Đi săn và bắt các NFT hiếm, mỗi block một lần - chuyến đi săn đã bắt đầu!",,"한 번에 한 블록씩 희귀 NFT를 헌트하고 잡으십시오. 헌트가 시작되었습니다!
","Atrapá y cazá monstruos NFTs raros, un bloque a la vez- la caceria ha empezado!",まれなNFTを一度に1ブロックずつハントしてキャッチします—ハントはオンです！,,,,,
the_first_multichain_nft_monster_hunt,"THE FIRST 
 MULTI-CHAIN MONSTER HUNTING NFT GAME",Game Săn quái đa chuỗi đầu tiên,,최초의 멀티체인 몬스터 헌트 NFT 게임,El primer juego NFT con redes multicadenas MONSTER HUNT,「最初のマルチチェーンモンスターハンティングNFTゲーム」,,,,,
home,Home,Trang chủ,,홈,Inicio,家,,,,,
ino,INO,INO,,INO,INO,イノ,,,,,
schedule,Schedule,Lịch trình,,계획,Cronograma de lanzamiento,スケジュール,,,,,
community_rewards,Community Rewards,Giải thưởng cộng đồng,,공동상금,Recompensas para la comunidad,コミュニティリワード,,,,,
ino_bottom_title,You've reached the end of our events! See you in the game!,Event đã kết thúc! Hẹn gặp lại bạn trong game nhé!,,이벤트가 종료되었습니다! 게임에서 만나요!,Hez llegado al fin de nuestros eventos! nos vemos en el juego!,あなたは私たちのイベントの終わりに達しました！ ゲームでお会いしましょう！,,,,,
i_agree,I agree with the,Tôi đồng ý với,,동의합니다,Estoy de acuerdo con,私は同意します,,,,,
terms_of_sales,Terms of Sale,Điều khoản bán hàng,,판매조건,Terminos de ventas,販売条件,,,,,
intro,Intro,Giới thiệu,介绍,소개,Introducción,イントロ,,,,,
breakthrough,Breakthrough,Đột phá,突破,돌파구,Descubre,ブレークスルー,,,,,
v5_bullet_01,Generic Cross-chain Marketplace,NFT Cross-chain Marketplace,通用跨链市场,일반 크로스체인 마켓플레이스,Mercado genérico de cadenas cruzadas,ジェネリッククロスチェーンマーケットプレイス,,,,,
blockchain_monster_coin_bcmc,Blockchain Monster Coin (BCMC),BCMC,,블록체인 몬스터 코인(BCMC),Moneda Blockchain Monster (BCMC),ブロックチェーンモンスターコイン（BCMC）,,,,,
blockchain_monster_coin_bcmc_intro,"BCMC is an ERC-20 token users can play-to-earn and spend in-game. Users are free to move BCMC onto any chain without bridging their tokens via 3rd party platforms.
",BCMC là một token ERC-20 mà người chơi có thể play-to-earn và sử dụng trong game. Người chơi có thể tự do chuyển BCMC tới bất kỳ chuỗi nào mà không cần bridge qua nên tảng của bên thứ 3.,,BCMC는 ERC-20 토큰 사용자가 게임 내에서 플레이하여 벌 수 있습니다. 사용자는 타사 플랫폼을 통해 토큰을 연결하지 않고도 BCMC를 체인으로 자유롭게 이동할 수 있습니다.,BCMC es un token ERC20 donde los usuarios podran ganar jugando y gastar en el juego. Los usuarios son libres de mover sus BCMC en cualquier red sin la necesidad de usar un puente por medio de plataformas de terceros ,BCMCは、ユーザーがゲーム内でプレイして獲得および使用できるERC-20トークンです。 ユーザーは、サードパーティのプラットフォームを介してトークンをブリッジすることなく、BCMCを任意のチェーンに自由に移動できます。,,,,,
catch_power_title,Catch Power,Sức mạnh bắt quái,,캐치 파워,Poder de agarre,キャッチパワー,,,,,
catch_power_lead,Catch Monsters + Boost Success Rate,Bắt quái + Tăng tỉ lệ thành công,,몬스터 잡기 + 성공률 부스트,Poder de agarre + probabilidad de exito,モンスターを捕まえる+成功率を上げる,,,,,
v1_launch,V4 - 9M,,,,V4 - 9M,V4-9M,,,,,
how_it_works_mobile,HOW IT WORKS,Cách Hoạt Động,如何运作,작동 원리,Como funciona,使い方,,,,,
roadmap_summary,"Launch Timeline:
 Testnet: Mid Sept 2021 
 VIP Early Access: Oct 2021","Sẵn sàng ra mắt:
  Testnet: Giữa tháng 9 năm 2021
  Quyền VIP truy cập sớm: Tháng 10 năm 2021 ","启动准备进度：
  测试网：2021 年 9 月中旬
  VIP 抢先体验：2021 年 10 月 ","출시 준비:
 테스트넷: 2021년 9월 중순
 VIP 얼리 액세스: 2021년 10월","Preparación para el lanzamiento:
 Red de pruebas: mediados de septiembre de 2021
 Acceso anticipado VIP: octubre de 2021
",「ローンチタイムライン：テストネット：2021年9月中旬VIP早期アクセス：2021年10月」,,,,,
